name,type,district,status,total_coverage,unique_coverage,overlap_coverage,overlap_pct
Mphatso zathu,Clinic,Kasungu,Non-functional,76273.23476624489,3959.9025745391846,72313.3321917057,94.808267163868
Vibangalala,Dispensary,Mzimba,Functional,10267.2001953125,7532.8742418289185,2734.3259534835815,26.631661031913456
Vilaule,Health Post,Karonga,Functional,4016.963147163391,886.978262424469,3129.984884738922,77.919183474441
Viyuyi Mathews M. Yankho Priv,Clinic,Blantyre,Functional,178935.86757576466,0.0,178935.86757576466,100.0
Vitumbiko,Clinic,Mzimba,Non-functional,21073.956831276417,0.0,21073.956831276417,100.0
Vizara,Dispensary,Nkhata Bay,Functional,15771.105880975723,3018.4436984062195,12752.662182569504,80.86092553568301
WAFC,Clinic,Mzimba,Non-functional,22569.56067085266,0.0,22569.56067085266,100.0
Waliranji 2,Clinic,Mchinji,Non-functional,31645.971455574036,5613.561744689941,26032.409710884094,82.26137013183336
Waruma,Health Post,Phalombe,Functional,36926.432631492615,7943.249084472656,28983.18354701996,78.48898873134505
We care,Clinic,Zomba,Non-functional,105885.10016220808,0.0,105885.10016220808,100.0
Wehmat,Clinic,Blantyre,Functional,408032.7338760793,0.0,408032.7338760793,100.0
Wenya,Health Centre,Chitipa,Functional,5902.609853029251,3236.6377465724945,2665.9721064567566,45.16598882253018
Westclif,Clinic,Lilongwe,Non-functional,563125.9361199792,0.0,563125.9361199792,100.0
Wezi,Clinic,Mzimba,Functional,188746.88264110312,0.0,188746.88264110312,100.0
White Dove,Clinic,Blantyre,Functional,355990.3134933114,0.0,355990.3134933114,100.0
Wililo,Health Centre,Karonga,Functional,2714.031705021858,2714.031705021858,0.0,0.0
Wimbe,Health Centre,Kasungu,Functional,13427.881476402283,458.4072151184082,12969.474261283875,96.58615384769371
Wongani,Clinic,Rumphi,Functional,27002.86262011528,0.0,27002.86262011528,100.0
World Medical Fund,Clinic,Nkhotakota,Functional,44329.89535021782,36.27348279953003,44293.62186741829,99.91817376848522
Escom,Clinic,Karonga,Non-functional,4450.7674033641815,36.32038712501526,4414.447016239166,99.18395225287301
Yamikani,Clinic,Nkhotakota,Non-functional,43866.066526174545,0.0,43866.066526174545,100.0
"Yankho,Tunza",Clinic,Kasungu,Functional,76718.45003509521,0.0,76718.45003509521,100.0
Zalewa DAPP Clinic,Clinic,Neno,Non-functional,12364.08298254013,58.99448919296265,12305.088493347168,99.52285592650686
Zalewa PIH,Clinic,Neno,Functional,12340.11784362793,0.0,12340.11784362793,100.0
Zasintha,Clinic,Machinga,Non-functional,43962.777908563614,1286.1125745773315,42676.66533398628,97.07454206544395
Zawanja,Clinic,Mzimba,Non-functional,22423.398386478424,0.0,22423.398386478424,100.0
Zilindo,Clinic,Zomba,Non-functional,90236.13187456131,24.358159065246582,90211.77371549606,99.97300620210638
Zingwangwa private clinic,Clinic,Blantyre,Non-functional,276817.3782171905,0.0,276817.3782171905,100.0
Zoa Health Centre,Health Centre,Thyolo,Functional,35676.54048371315,16075.697540521622,19600.84294319153,54.94042493312824
Zolozolo,Health Centre,Mzimba,Functional,189555.5945420526,0.0,189555.5945420526,100.0
Banja la mtsogolo,Clinic,Zomba,Non-functional,126544.80823087692,0.0,126544.80823087692,100.0
General,Central Hospital,Zomba,Functional,112486.17361187935,0.0,112486.17361187935,100.0
Zomba Prison Hospital,Dispensary,Zomba,Functional,111598.02636361122,0.0,111598.02636361122,100.0
city clinic,Dispensary,Zomba,Non-functional,128885.98316216469,0.0,128885.98316216469,100.0
Mental,Hospital,Zomba,Functional,99456.81020283699,0.0,99456.81020283699,100.0
Zunga,Health Centre,Rumphi,Functional,1834.8476934432983,1756.5246114730835,78.32308197021484,4.268642146707706
Chasolo Health Centre,Health Centre,Ntchisi,Functional,352.0904655456543,352.0904655456543,0.0,0.0
Chasolo,Health Centre,Ntchisi,Functional,25908.092305660248,0.0,25908.092305660248,100.0
Chinkhande,Health Centre,Ntchisi,Functional,25908.092305660248,0.0,25908.092305660248,100.0
Namasoko Dispensary,Dispensary,Phalombe,Functional,31434.083102226257,5126.3507261276245,26307.732376098633,83.691744055469
Ntonda Health Centre,Health Centre,Blantyre,Functional,25908.092305660248,0.0,25908.092305660248,100.0
Kachere,Health Centre,Blantyre,Functional,25908.092305660248,0.0,25908.092305660248,100.0
Khungulu,Health Centre,Blantyre,Functional,25908.092305660248,0.0,25908.092305660248,100.0
New Makhanga,Health Centre,Nsanje,Functional,25908.092305660248,0.0,25908.092305660248,100.0
Balaka OPD Health Centre,Health Centre,Balaka,Functional,62120.592512369156,0.0,62120.592512369156,100.0
Bangwe Madina Health Centre,Health Centre,Blantyre,Functional,229302.59404158592,0.0,229302.59404158592,100.0
Bua Dispensary,Dispensary,Kasungu,Functional,27286.21485710144,29.815704345703125,27256.399152755737,99.89072978974237
Bvumbwe Research Health Centre,Health Centre,Thyolo,Functional,67040.73120379448,0.0,67040.73120379448,100.0
Chisasu Health Post,Health Post,Chitipa,Functional,6519.229143738747,489.9228792190552,6029.3062645196915,92.48495691105457
Dambe Health Centre,Unclassified,Neno,Functional,38519.953204631805,4649.147449970245,33870.80575466156,87.93054751320099
Blantyre,Clinic,Blantyre,Functional,75269.3667229414,0.0,75269.3667229414,100.0
MACRO Chirimba,Clinic,Blantyre,Functional,345579.08704820275,0.0,345579.08704820275,100.0
Diamphwi Health Centre,Health Centre,Lilongwe,Functional,31252.67697238922,10.189488410949709,31242.48748397827,99.96739643000836
Dwangwa Matiki Clinic,Clinic,Nkhotakota,Functional,24490.663857460022,0.0,24490.663857460022,100.0
Enukweni Mission Health Centre,Unclassified,Mzimba,Functional,20695.09709405899,0.0,20695.09709405899,100.0
Kaongozi Health Centre,Health Centre,Nkhotakota,Functional,46191.55742049217,276.2685823440552,45915.28883814812,99.40190676008362
Kapire Health Centre,Health Centre,Mangochi,Functional,17977.373559713364,0.0,17977.373559713364,100.0
Kayerekera Health Centre,Health Centre,Karonga,Functional,67712.78963065147,57.566744804382324,67655.22288584709,99.91498394155907
Police College Mua,Health Centre,Dedza,Functional,26532.627663612366,0.0,26532.627663612366,100.0
Ruo Dispensary,Dispensary,Mulanje,Functional,38599.96101093292,0.0,38599.96101093292,100.0
Senga Bay Baptist Health Centre,Health Centre,Salima,Functional,25961.710986852646,0.0,25961.710986852646,100.0
St Augustine Health Centre,Health Centre,Kasungu,Functional,0.0,0.0,0.0,0.0
Thekerani Health Centre,Health Centre,Thyolo,Non-functional,44015.25780272484,42.55165338516235,43972.706149339676,99.90332522059538
Tutu Private Clinic,Clinic,Mangochi,Functional,0.0,0.0,0.0,0.0
Umoyo Private Clinic,Clinic,Lilongwe,Functional,32846.23391580582,0.0,32846.23391580582,100.0
Phalombe District Hospital,District Hospital,Phalombe,Functional,39253.93419218063,469.0108423233032,38784.92334985733,98.80518767869965
MASM Area 12,Private,Lilongwe,Functional,314905.8978471006,0.0,314905.8978471006,100.0
Chisomo,Clinic,Blantyre,Functional,45818.5439633131,0.0,45818.5439633131,100.0
MDF Secondary School Clinic,Clinic,Blantyre,Functional,93555.2111082077,0.0,93555.2111082077,100.0
Makata Dispensary Ndirande,Dispensary,Blantyre,Functional,31427.813563346863,0.0,31427.813563346863,100.0
Area 47 DIC,Private,Lilongwe,Functional,0.0,0.0,0.0,0.0
Nyambadwe DIC,Unclassified,Blantyre,Non-functional,0.0,0.0,0.0,0.0
Hiltop DIC,Unclassified,Mzimba,Non-functional,0.0,0.0,0.0,0.0
Mangochi Boma DIC,Unclassified,Mangochi,Non-functional,0.0,0.0,0.0,0.0
Manolo Health Centre,Health Centre,Mzimba,Functional,41682.08162021637,0.0,41682.08162021637,100.0
McGuire Wellness Center (Child Legacy),Clinic,Lilongwe,Functional,30353.990558624268,0.0,30353.990558624268,100.0
Mehboob Clinic,Clinic,Mangochi,Functional,28127.066709280014,638.576358795166,27488.490350484848,97.72967311026258
Moyale Barracks Health Centre,Health Centre,Mzimba,Non-functional,0.0,0.0,0.0,0.0
Moyo Private Clinic,Clinic,Blantyre,Functional,0.0,0.0,0.0,0.0
Namalweso,Health Centre,Mangochi,Functional,9135.34757900238,1564.3924140930176,7570.955164909363,82.8753925281532
Nancholi Youth Organisation Clinic,Clinic,Blantyre,Functional,0.0,0.0,0.0,0.0
Njereza,Health Centre,Mangochi,Functional,4159.2658495903015,4159.2658495903015,0.0,0.0
Cape Mclear Dispensary,Health Centre,Mangochi,Functional,12399.366101384163,5.84400600194931,12393.522095382214,99.952868509937
Msaka Dispendary,Dispensary,Mangochi,Functional,8291.289730668068,4565.801679730415,3725.4880509376526,44.932551773672884
St. Cynthia Health Centre,Health Centre,Chitipa,Functional,11233.664896011353,142.5393261909485,11091.125569820404,98.73114137273616
Chiwanga Health Post,Health Post,Mchinji,Functional,2085.9370622634888,8.879010200500488,2077.0580520629883,99.57433949656824
Chinongo,Health Post,Chitipa,Functional,8815.69847214222,0.0,8815.69847214222,100.0
Damsca,Health Post,Chitipa,Functional,3171.6177356243134,0.0,3171.6177356243134,100.0
Kasaghala,Health Post,Chitipa,Functional,3171.6177356243134,0.0,3171.6177356243134,100.0
Moto,Health Post,Chitipa,Functional,3171.6177356243134,0.0,3171.6177356243134,100.0
Mtogha,Health Post,Chitipa,Functional,3171.6177356243134,0.0,3171.6177356243134,100.0
St. Clara,Health Centre,Chitipa,Functional,5559.136495351791,427.738646030426,5131.397849321365,92.30566390323254
St. Cynthia,Health Centre,Chitipa,Functional,3171.6177356243134,0.0,3171.6177356243134,100.0
Zambwe,Health Post,Chitipa,Functional,3171.6177356243134,0.0,3171.6177356243134,100.0
Bema,Dispensary,Dedza,Functional,16638.97129011154,0.0,16638.97129011154,100.0
Chejero,Health Post,Dedza,Functional,16638.97129011154,0.0,16638.97129011154,100.0
Chiluzi,Health Post,Dedza,Functional,16638.97129011154,0.0,16638.97129011154,100.0
Chinkombero,Health Centre,Dedza,Functional,16638.97129011154,0.0,16638.97129011154,100.0
Nadzikhale,Health Centre,Dowa,Functional,16638.97129011154,0.0,16638.97129011154,100.0
Tchetsa,Dispensary,Dedza,Functional,16638.97129011154,0.0,16638.97129011154,100.0
Chikhobwe,Health Post,Dowa,Functional,17338.179852485657,0.0,17338.179852485657,100.0
Chimwanjati,Health Post,Dowa,Functional,17338.179852485657,0.0,17338.179852485657,100.0
Chingondo,Health Post,Dowa,Functional,17338.179852485657,0.0,17338.179852485657,100.0
Dzalo,Health Post,Dowa,Functional,17338.179852485657,0.0,17338.179852485657,100.0
Jonasi,Health Post,Dowa,Functional,17338.179852485657,0.0,17338.179852485657,100.0
Manondo,Health Post,Dowa,Functional,17338.179852485657,0.0,17338.179852485657,100.0
Mtayafuko,Health Post,Dowa,Functional,17338.179852485657,0.0,17338.179852485657,100.0
Tchawale,Health Post,Dowa,Functional,17338.179852485657,0.0,17338.179852485657,100.0
Chanthunthu,Health Post,Kasungu,Functional,27216.50070333481,0.0,27216.50070333481,100.0
Chima,Health Post,Kasungu,Functional,27216.50070333481,0.0,27216.50070333481,100.0
Kadifula,Health Post,Kasungu,Functional,27216.50070333481,0.0,27216.50070333481,100.0
Kamphotola,Health Post,Kasungu,Functional,27216.50070333481,0.0,27216.50070333481,100.0
Kaphaizi,Health Centre,Kasungu,Functional,27216.50070333481,0.0,27216.50070333481,100.0
Liziri,Health Post,Kasungu,Functional,27216.50070333481,0.0,27216.50070333481,100.0
Mankhaka,Clinic,Kasungu,Functional,27216.50070333481,0.0,27216.50070333481,100.0
Mbongozi,Health Post,Kasungu,Functional,27216.50070333481,0.0,27216.50070333481,100.0
Miyowe,Health Post,Kasungu,Functional,27216.50070333481,0.0,27216.50070333481,100.0
Mnthumbo,Health Post,Kasungu,Functional,27216.50070333481,0.0,27216.50070333481,100.0
Mphomwa,Clinic,Kasungu,Functional,27216.50070333481,0.0,27216.50070333481,100.0
Chiputu,Health Post,Lilongwe,Functional,318538.4254686544,0.0,318538.4254686544,100.0
Kandiyani,Health Post,Lilongwe,Functional,318538.4254686544,0.0,318538.4254686544,100.0
Kanyerere,Health Post,Lilongwe,Functional,318538.4254686544,0.0,318538.4254686544,100.0
Kapudzama,Health Post,Lilongwe,Functional,318538.4254686544,0.0,318538.4254686544,100.0
Katenje,Health Post,Lilongwe,Functional,318538.4254686544,0.0,318538.4254686544,100.0
Masinja,Health Post,Lilongwe,Functional,318538.4254686544,0.0,318538.4254686544,100.0
Mthang'ombe,Health Post,Lilongwe,Functional,318538.4254686544,0.0,318538.4254686544,100.0
Nyanda,Health Post,Lilongwe,Functional,318538.4254686544,0.0,318538.4254686544,100.0
Sese,Health Post,Lilongwe,Functional,318538.4254686544,0.0,318538.4254686544,100.0
St. Chavala,Health Centre,Lilongwe,Functional,318538.4254686544,0.0,318538.4254686544,100.0
Zabira,Health Post,Lilongwe,Functional,318538.4254686544,0.0,318538.4254686544,100.0
Zabira,Health Post,Lilongwe,Functional,318538.4254686544,0.0,318538.4254686544,100.0
Chipamba,Health Post,Machinga,Functional,28704.957811832428,0.0,28704.957811832428,100.0
Lupetere,Health Post,Mangochi,Functional,82565.49969309568,0.0,82565.49969309568,100.0
Makoli,Health Post,Mangochi,Functional,25048.346112966537,4640.744900226593,20407.601212739944,81.47284902844638
Nalikolo,Health Post,Mangochi,Functional,82565.49969309568,0.0,82565.49969309568,100.0
Border Wellness Centre,Health Post,Mchinji,Functional,42748.8280851841,0.0,42748.8280851841,100.0
Kamchere,Health Post,Mchinji,Functional,42748.8280851841,0.0,42748.8280851841,100.0
Kanyanda,Health Post,Mchinji,Functional,42748.8280851841,0.0,42748.8280851841,100.0
Matutu,Health Post,Mchinji,Functional,42748.8280851841,0.0,42748.8280851841,100.0
Sunama,Health Post,Mchinji,Functional,42748.8280851841,0.0,42748.8280851841,100.0
Tongozara,Health Post,Mchinji,Functional,42748.8280851841,0.0,42748.8280851841,100.0
Chimbwinda,Health Post,Mwanza,Functional,45220.37061500549,0.0,45220.37061500549,100.0
Chimlango,Health Post,Mwanza,Functional,45220.37061500549,0.0,45220.37061500549,100.0
Chimweta,Health Post,Mwanza,Functional,45220.37061500549,0.0,45220.37061500549,100.0
Galafa,Health Post,Mwanza,Functional,45220.37061500549,0.0,45220.37061500549,100.0
Gunde,Health Post,Mwanza,Functional,45220.37061500549,0.0,45220.37061500549,100.0
Kalanga,Health Post,Mwanza,Functional,45220.37061500549,0.0,45220.37061500549,100.0
Kapiseni,Health Post,Mwanza,Functional,45220.37061500549,0.0,45220.37061500549,100.0
Samu,Health Post,Mwanza,Functional,45220.37061500549,0.0,45220.37061500549,100.0
Samu,Health Post,Mwanza,Functional,45220.37061500549,0.0,45220.37061500549,100.0
Thambala,Health Post,Mwanza,Functional,45220.37061500549,0.0,45220.37061500549,100.0
Chaboli,Health Post,Mzimba,Functional,9833.718822479248,0.0,9833.718822479248,100.0
Chasefu,Health Centre,Mzimba,Functional,9833.718822479248,0.0,9833.718822479248,100.0
Chikwa,Health Post,Mzimba,Functional,9833.718822479248,0.0,9833.718822479248,100.0
Dimi,Unclassified,Mzimba,Functional,9833.718822479248,0.0,9833.718822479248,100.0
Emthuzini,Health Centre,Mzimba,Functional,9833.718822479248,0.0,9833.718822479248,100.0
Jandalala,Health Centre,Mzimba,Functional,9833.718822479248,0.0,9833.718822479248,100.0
Kajorwe,Health Post,Mzimba,Functional,9833.718822479248,0.0,9833.718822479248,100.0
Kakombwe,Health Centre,Mzimba,Functional,9833.718822479248,0.0,9833.718822479248,100.0
Kaluwe,Health Centre,Mzimba,Functional,9833.718822479248,0.0,9833.718822479248,100.0
Kalweya,Health Post,Mzimba,Functional,9833.718822479248,0.0,9833.718822479248,100.0
Kasenga,Health Post,Mzimba,Functional,9833.718822479248,0.0,9833.718822479248,100.0
Lukwelukwe,Health Centre,Mzimba,Functional,9833.718822479248,0.0,9833.718822479248,100.0
Machecheta,Health Post,Mzimba,Functional,9833.718822479248,0.0,9833.718822479248,100.0
Malinyete,Health Post,Mzimba,Functional,9833.718822479248,0.0,9833.718822479248,100.0
Mkwangwali,Health Centre,Mzimba,Functional,9833.718822479248,0.0,9833.718822479248,100.0
Mtuzuzu,Unclassified,Mzimba,Functional,9833.718822479248,0.0,9833.718822479248,100.0
Mzoma,Unclassified,Mzimba,Functional,9833.718822479248,0.0,9833.718822479248,100.0
Phembe,Health Centre,Mzimba,Functional,24519.276113033295,1076.4871754646301,23442.788937568665,95.60962905062104
Tangatanga,Health Post,Mzimba,Functional,9833.718822479248,0.0,9833.718822479248,100.0
Zowe,Unclassified,Mzimba,Functional,9833.718822479248,0.0,9833.718822479248,100.0
Binje,Health Post,Neno,Functional,3417.747963666916,0.0,3417.747963666916,100.0
Chawe,Health Post,Neno,Functional,3417.747963666916,0.0,3417.747963666916,100.0
Feremu,Health Post,Neno,Functional,3417.747963666916,0.0,3417.747963666916,100.0
Gonthi,Health Post,Neno,Functional,3417.747963666916,0.0,3417.747963666916,100.0
Kam'mwamba,Health Post,Neno,Functional,3417.747963666916,0.0,3417.747963666916,100.0
Mbemba,Health Post,Neno,Functional,3417.747963666916,0.0,3417.747963666916,100.0
Mwetang'ombe,Health Post,Neno,Functional,3417.747963666916,0.0,3417.747963666916,100.0
Nsenjere,Health Post,Neno,Functional,3417.747963666916,0.0,3417.747963666916,100.0
Ntanja,Health Post,Neno,Functional,3417.747963666916,0.0,3417.747963666916,100.0
Chituka,Health Post,Nkhata Bay,Functional,1634.9966623783112,0.0,1634.9966623783112,100.0
Makumbo,Health Post,Nkhata Bay,Functional,1634.9966623783112,0.0,1634.9966623783112,100.0
Mazamba,Health Post,Nkhata Bay,Functional,1634.9966623783112,0.0,1634.9966623783112,100.0
Lundu,Health Post,Nsanje,Functional,21137.28839635849,0.0,21137.28839635849,100.0
Chafumbwa,Health Post,Ntchisi,Functional,15097.469990253448,0.0,15097.469990253448,100.0
Chanjoka,Health Post,Ntchisi,Functional,15097.469990253448,0.0,15097.469990253448,100.0
Chazim'bobo,Health Post,Ntchisi,Functional,15097.469990253448,0.0,15097.469990253448,100.0
Mndimba,Health Post,Ntchisi,Functional,15097.469990253448,0.0,15097.469990253448,100.0
Mthiransembe,Health Post,Ntchisi,Functional,15097.469990253448,0.0,15097.469990253448,100.0
Namdzomba,Health Post,Ntchisi,Functional,15097.469990253448,0.0,15097.469990253448,100.0
Ndendere,Health Post,Ntchisi,Functional,15097.469990253448,0.0,15097.469990253448,100.0
Njakwa,Health Post,Ntchisi,Functional,15097.469990253448,0.0,15097.469990253448,100.0
Nyanga,Health Post,Ntchisi,Functional,15097.469990253448,0.0,15097.469990253448,100.0
Bembe,Health Post,Rumphi,Functional,9334.31320142746,0.0,9334.31320142746,100.0
Chaguwu,Health Post,Rumphi,Functional,9334.31320142746,0.0,9334.31320142746,100.0
Chakaka,Health Post,Rumphi,Functional,9334.31320142746,0.0,9334.31320142746,100.0
Junju,Health Post,Rumphi,Functional,9334.31320142746,0.0,9334.31320142746,100.0
Kanyerere,Health Centre,Rumphi,Functional,9334.31320142746,0.0,9334.31320142746,100.0
Kasenga,Health Post,Rumphi,Functional,9334.31320142746,0.0,9334.31320142746,100.0
Mala,Health Post,Rumphi,Functional,9334.31320142746,0.0,9334.31320142746,100.0
Mjuma,Health Post,Rumphi,Functional,9334.31320142746,0.0,9334.31320142746,100.0
Mweyeye,Health Post,Rumphi,Functional,9334.31320142746,0.0,9334.31320142746,100.0
Nkhombwa,Health Post,Rumphi,Functional,9334.31320142746,0.0,9334.31320142746,100.0
Hope,Health Centre,Salima,Functional,74097.3969464302,0.0,74097.3969464302,100.0
Mnema,Health Centre,Salima,Functional,74097.3969464302,0.0,74097.3969464302,100.0
Chuluchosema,Health Centre,Zomba,Functional,33602.36589896679,0.0,33602.36589896679,100.0
Hope Medi,Clinic,Zomba,Functional,33602.36589896679,0.0,33602.36589896679,100.0
Khanda,Health Centre,Zomba,Functional,527.0385003089905,0.0,527.0385003089905,100.0
Makina,Health Centre,Zomba,Functional,33602.36589896679,0.0,33602.36589896679,100.0
Sitima,Health Post,Zomba,Functional,33602.36589896679,0.0,33602.36589896679,100.0
Kasitu,Health Post,Chitipa,Functional,11650.531094551086,0.0,11650.531094551086,100.0
Magomero,Dispensary,Dedza,Functional,43643.11890614033,0.0,43643.11890614033,100.0
St. Mary's,Hospital,Mangochi,Functional,22924.421052455902,969.8333806991577,21954.587671756744,95.76943130437199
Luviri,Health Post,Rumphi,Functional,26123.602739095688,0.0,26123.602739095688,100.0
Mzama ,Health Post,Mchinji,Functional,19316.4992518425,10502.15288066864,8814.346371173859,45.63117910888074
Mzenga ,Health Post,Mchinji,Functional,11988.56634235382,2939.703031539917,9048.863310813904,75.47911111644447
Santhe ,Health Post,Mchinji,Functional,7399.779918432236,19.13414573669434,7380.645772695541,99.74142277273636
Chimbalanga,Health Post,Mulanje,Functional,47218.71377980709,0.0,47218.71377980709,100.0
Nambuma,Health Centre,Dowa,Functional,13742.920553207397,7097.339373588562,6645.581179618835,48.35639669086098
Tayanda,Clinic,Balaka,Functional,62219.3493039608,0.0,62219.3493039608,100.0
Kasenga,Health Centre,Rumphi,Functional,10508.0716714859,1088.8522205352783,9419.219450950623,89.6379444813845
Mwanza Boarder Clinic,Health Centre,Mwanza,Functional,27724.166911125183,1321.868881702423,26402.29802942276,95.2320699628598
Mwanza Border Clinic,Health Centre,Mwanza,Functional,22288.876619815826,8219.979013442993,14068.897606372833,63.120711942318984
Chuluchosema,Health Centre,Zomba,Functional,37288.400960445404,0.0,37288.400960445404,100.0
Sitima,Health Centre,Zomba,Functional,28918.2345392704,0.0,28918.2345392704,100.0
Extending Hope,Health Centre,Ntcheu,Functional,19696.21736383438,4865.757533073425,14830.459830760956,75.29597971431922
Livulezi Health Centre,Health Post,Ntcheu,Functional,25867.955790519714,0.0,25867.955790519714,100.0
Mindanti,Health Centre,Chikwawa,Functional,15576.481732849032,5299.366880897433,10277.1148519516,65.97840916975706
St. Denis Health Centre,Health Centre,Kasungu,Functional,11712.474986076355,11079.994217395782,632.4807686805725,5.400060785038669
Monkeybay DIC-Pakachere,Health Centre,Mangochi,Functional,14556.345802485943,0.0,14556.345802485943,100.0
test,Unclassified,Zomba,Closed,0.0,0.0,0.0,0.0
Hora,Health Centre,Mzimba,Functional,7873.480930805206,4715.665519237518,3157.815411567688,40.10697986468285
Engalaweni,Health Centre,Mzimba,Functional,10867.695143938065,9457.036991596222,1410.6581523418427,12.980288218046853
Majete,Health Centre,Chikwawa,Functional,2965.024155139923,271.8400197029114,2693.1841354370117,90.8317772308306
Majete 6,Health Centre,Chikwawa,Functional,18096.49678993225,18080.601865768433,15.89492416381836,0.08783426067669237
Majete 3,Health Centre,Chikwawa,Functional,12078.433989048004,0.0,12078.433989048004,100.0
Asamala Clini,Dispensary,Thyolo,Functional,34555.181421518326,0.0,34555.181421518326,100.0
Queens Care Clinic,Health Post,Thyolo,Functional,35423.13598775864,0.0,35423.13598775864,100.0
TIYAMIKE CLINIC,Dispensary,Lilongwe,Functional,494784.7792855352,0.0,494784.7792855352,100.0
Chigonjetso Private Clinic,Health Post,Lilongwe,Functional,493005.1073627919,0.0,493005.1073627919,100.0
Morning Side Clinic,Dispensary,Lilongwe,Functional,541129.2154533435,0.0,541129.2154533435,100.0
T & J DENTAL CLINIC,Dispensary,Lilongwe,Functional,381648.0748249963,0.0,381648.0748249963,100.0
LIBERTY MEDICAL CENTRE,Unclassified,Lilongwe,Functional,322311.09238953143,0.0,322311.09238953143,100.0
24 Hours Nsungwi,Dispensary,Lilongwe,Functional,304316.0023211315,0.0,304316.0023211315,100.0
TRUST CLINIC,Dispensary,Lilongwe,Functional,560834.9334839098,0.0,560834.9334839098,100.0
Nguluwe,Health Centre,Lilongwe,Functional,31347.228092193604,0.0,31347.228092193604,100.0
Nguluwe,Health Centre,Lilongwe,Non-functional,31347.228092193604,0.0,31347.228092193604,100.0
VIVIDA ,Dispensary,Lilongwe,Functional,512513.7600939702,0.0,512513.7600939702,100.0
Chuzu,Health Post,Dowa,Functional,25658.584439754486,4431.808502674103,21226.775937080383,82.72777474112087
Mtimaukanena,Health Post,Dowa,Functional,57393.622686862946,791.3621673583984,56602.26051950455,98.62116707342898
Chivala,Health Post,Dowa,Functional,29419.237987041473,1398.046648979187,28021.191338062286,95.24784887496068
Charity Private clinic,Dispensary,Dowa,Functional,35308.43566226959,382.6773881912231,34925.75827407837,98.91618707820537
Innocent souls medical clinic,Dispensary,Dowa,Functional,24711.316633224487,500.42329454421997,24210.893338680267,97.97492257506264
Kasese health center,Health Centre,Dowa,Functional,25881.156079292297,6957.183408737183,18923.972670555115,73.11873013932451
Kawere,Health Post,Dowa,Functional,43469.63668012619,8289.395864963531,35180.24081516266,80.93060697525144
Daimoni,Health Post,Dowa,Functional,23519.282669067383,10026.726442813873,13492.55622625351,57.368060140707236
Lipiri,Health Post,Dowa,Functional,19998.314279079437,14677.94214296341,5320.372136116028,26.604103035233106
Chilima,Health Post,Dowa,Functional,23740.805013656616,1625.0653762817383,22115.739637374878,93.15496936457319
Chister Private Clinic,Private,Ntchisi,Functional,31266.048518657684,510.80420446395874,30755.244314193726,98.36626555428282
Ovie private Clinic,Private,Ntchisi,Functional,31587.197056293488,0.0,31587.197056293488,100.0
Peace Private Clinic,Private,Ntchisi,Functional,31587.197056293488,0.0,31587.197056293488,100.0
Banja La Mtsogolo ,Clinic,Dedza,Functional,483687.7485772632,0.0,483687.7485772632,100.0
Tunza Clinic,Health Post,Dedza,Functional,8788.5975522995,0.0,8788.5975522995,100.0
St Cornelius,Health Centre,Dedza,Functional,45350.50256240368,0.0,45350.50256240368,100.0
Dochas,Health Centre,Ntcheu,Functional,22732.38529777527,0.0,22732.38529777527,100.0
Thamanda Private  Clinc,Dispensary,Dedza,Functional,27888.098024368286,452.3486108779907,27435.749413490295,98.37798687281315
Thete Private  Clinc,Dispensary,Dedza,Functional,35322.51975274086,452.4947576522827,34870.02499508858,98.7189624046649
Viano Private Clinic,Health Post,Dedza,Functional,27910.421710968018,787.7275791168213,27122.694131851196,97.17765791117637
Kabwazi Private Clinic,Health Post,Dedza,Functional,28857.988245487213,10316.344063043594,18541.64418244362,64.25134013055516
Shangarayi Private Clinic,Health Post,Dedza,Functional,36175.869636535645,1366.3731393814087,34809.496497154236,96.22297085568484
B Y medical clinic,Unclassified,Blantyre,Functional,8788.5975522995,0.0,8788.5975522995,100.0
Mphatso clinic,Unclassified,Blantyre,Functional,8788.5975522995,0.0,8788.5975522995,100.0
Kuhes,Unclassified,Blantyre,Functional,8788.5975522995,0.0,8788.5975522995,100.0
Chilomoni health center,Unclassified,Blantyre,Functional,75.24223804473876,0.0,75.24223804473876,100.0
Elley private,Unclassified,Blantyre,Functional,75.24223804473876,0.0,75.24223804473876,100.0
Doviko,Health Centre,Ntcheu,Non-functional,527.0385003089905,0.0,527.0385003089905,100.0
Mwai Family,Unclassified,Blantyre,Functional,75.24223804473876,0.0,75.24223804473876,100.0
Chilomoni Private Clinic,Unclassified,Blantyre,Functional,1161.035394668579,1161.035394668579,0.0,0.0
Tiyamike Clinic,Dispensary,Nkhotakota,Functional,21695.9566822052,104.39619445800781,21591.560487747192,99.51882188931714
Ngwamoyo Clinic,Dispensary,Nkhotakota,Functional,23052.32895565033,86.09910488128662,22966.229850769043,99.62650582920742
Tamandani Clinic,Dispensary,Nkhotakota,Functional,3339.0053589344025,0.0,3339.0053589344025,100.0
Nkhotakota Hospita,District Hospital,Nkhotakota,Functional,46175.46850848198,4.752620220184326,46170.715888261795,99.98970747807505
Tachira Clinic,Health Centre,Nkhotakota,Functional,26354.603833794594,0.0,26354.603833794594,100.0
Chizani Clinic,Health Post,Mzimba,Functional,13656.242866516113,2457.8921070098877,11198.350759506226,82.00169599329243
